"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"flying","6","43","28484","10.26"
"Flynn","5","2","1750","7.47"
"Flynn's","7","1","34","3.53"
"flyover","7","NULL","25","3.22"
"flypaper","8","NULL","23","3.14"
"flyswatter","10","NULL","23","3.14"
"flyweight","9","NULL","29","3.37"
"flywheel","8","NULL","325","5.78"
"foal","4","2","263","5.57"
"foals","5","1","194","5.27"
"foam","4","37","3659","8.20"
"foamed","6","9","67","4.20"
"foaming","7","6","433","6.07"
"foams","5","22","139","4.93"
"foam's","6","1","3","1.10"
"foamy","5","3","147","4.99"
"focal","5","8","1825","7.51"
"focally","7","1","1","0.00"
"foci","4","1","174","5.16"
"focus","5","40","27452","10.22"
"focused","7","12","7024","8.86"
"focuses","7","2","3135","8.05"
"focusing","8","6","4258","8.36"
"focussed","8","3","848","6.74"
"fodder","6","1","1302","7.17"
"foe","3","8","1222","7.11"
"foes","4","6","914","6.82"
"fog","3","25","4787","8.47"
"fogbank","7","NULL","2","0.69"
"fogey","5","NULL","38","3.64"
"fogged","6","1","131","4.88"
"foggy","5","5","589","6.38"
"foghorn","7","NULL","135","4.91"
"foglamp","7","NULL","0","0.00"
"fogsignal","9","NULL","0","0.00"
"foible","6","NULL","177","5.18"
"foibles","7","3","186","5.23"
"foil","4","20","5405","8.60"
"foiled","6","1","251","5.53"
"fold","4","7","4906","8.50"
"foldaway","8","NULL","6","1.79"
"folded","6","15","2630","7.87"
"folder","6","1","15935","9.68"
"folders","7","1","4376","8.38"
"folding","7","3","1662","7.42"
"folds","5","3","1802","7.50"
"foliage","7","12","607","6.41"
"folio","5","NULL","732","6.60"
"folk","4","34","11992","9.39"
"folklike","8","1","3","1.10"
"folklore","8","28","1972","7.59"
"folklorist","10","NULL","33","3.50"
"folks","5","18","53604","10.89"
"folksongs","9","1","54","3.99"
"folksy","6","3","82","4.41"
"folktale","8","NULL","62","4.13"
"follicle","8","NULL","347","5.85"
"follicular","10","1","16","2.77"
"follies","7","2","304","5.72"
"follow","6","97","58490","10.98"
"followed","8","172","30823","10.34"
"follower","8","3","1368","7.22"
"followers","9","17","5256","8.57"
"following","9","221","235098","12.37"
"follows","7","77","33373","10.42"
"folly","5","10","1255","7.13"
"fond","4","13","4113","8.32"
"fonder","6","1","59","4.08"
"fondle","6","NULL","339","5.83"
"fondly","6","4","463","6.14"
"fondness","8","4","593","6.39"
"fondue","6","NULL","87","4.47"
"font","4","NULL","19610","9.88"
"food","4","147","59724","11.00"
"foodless","8","NULL","5","1.61"
"foods","5","51","8042","8.99"
"foodstuff","9","NULL","72","4.28"
"foodstuffs","10","2","305","5.72"
"fool","4","37","13690","9.52"
"fooled","6","3","2143","7.67"
"foolery","7","NULL","27","3.30"
"foolhardy","9","2","188","5.24"
"fooling","7","3","1560","7.35"
"foolish","7","16","5757","8.66"
"foolishly","9","3","579","6.36"
"foolishness","11","2","734","6.60"
"foolproof","9","2","689","6.54"
"fools","5","5","4853","8.49"
"foot","4","70","24212","10.09"
"footage","7","1","3664","8.21"
"football","8","36","17788","9.79"
"footballer's","12","1","0","0.00"
"footballs","9","1","74","4.30"
"football's","10","1","26","3.26"
"footbath","8","NULL","1","0.00"
"footboard","9","NULL","38","3.64"
"footbridge","10","1","26","3.26"
"footer","6","NULL","891","6.79"
"foothill","8","1","395","5.98"
"foothills","9","1","416","6.03"
"foothold","8","NULL","332","5.81"
"footing","7","3","767","6.64"
"footlight","9","NULL","114","4.74"
"footloose","9","NULL","89","4.49"
"footmark","8","NULL","0","0.00"
"footnote","8","3","1414","7.25"
"footpad","7","NULL","17","2.83"
"footpath","8","1","73","4.29"
"footprint","9","NULL","915","6.82"
"footrace","8","NULL","21","3.04"
"footsie","7","NULL","85","4.44"
"footsore","8","NULL","2","0.69"
"footstep","8","3","55","4.01"
"footsteps","9","8","1024","6.93"
"footstool","9","1","124","4.82"
"footsure","8","NULL","0","0.00"
"footwear","8","1","446","6.10"
"footwork","8","1","491","6.20"
"for","3","9489","4958036","15.42"
"forage","6","3","298","5.70"
"forages","7","1","16","2.77"
"foraging","8","3","119","4.78"
"foray","5","1","324","5.78"
"forays","6","1","222","5.40"
"forbade","7","1","335","5.81"
"forbear","7","NULL","42","3.74"
"forbearance","11","NULL","114","4.74"
"forbears","8","2","38","3.64"
"Forbes","6","9","8574","9.06"
"Forbes's","8","1","146","4.98"
"forbid","6","4","2766","7.93"
"forbidden","9","15","5953","8.69"
"forbidding","10","2","804","6.69"
"forbids","7","5","1059","6.97"
"force","5","230","75365","11.23"
"forced","6","81","27590","10.23"
"forceful","8","8","675","6.51"
"forcefulness","12","1","25","3.22"
"forceps","7","NULL","201","5.30"
"forces","6","175","32985","10.40"
"force's","7","1","260","5.56"
"forcibly","8","3","1129","7.03"
"forcing","7","13","7386","8.91"
"ford","4","24","16671","9.72"
"fords","5","3","389","5.96"
"fore","4","7","1702","7.44"
"forearm","7","3","881","6.78"
"forearms","8","1","439","6.08"
"forebear","8","NULL","15","2.71"
"forebearing","11","1","0","0.00"
"forebears","9","1","159","5.07"
"forebode","8","NULL","2","0.69"
"foreboding","10","4","136","4.91"
"forecast","8","10","3069","8.03"
"forecasters","11","1","305","5.72"
"forecasting","11","9","1498","7.31"
"forecastle","10","NULL","4","1.39"
"forecasts","9","5","2413","7.79"
"foreclose","9","NULL","54","3.99"
"foreclosed","10","1","144","4.97"
"foreclosing","11","1","10","2.30"
"foreclosure","11","NULL","173","5.15"
"forefather","10","NULL","87","4.47"
"forefathers","11","1","1109","7.01"
"forefinger","10","6","397","5.98"
"forefingers","11","1","38","3.64"
"forefront","9","NULL","1095","7.00"
"forego","6","3","431","6.07"
"foregoing","9","11","746","6.61"
"foregone","8","1","181","5.20"
"foreground","10","2","1777","7.48"
"forehand","8","NULL","263","5.57"
"forehead","8","16","2401","7.78"
"foreheads","9","2","256","5.55"
"foreign","7","158","42189","10.65"
"foreigner","9","4","970","6.88"
"foreigners","10","13","2754","7.92"
"foreknowledge","13","1","134","4.90"
"foreknown","9","1","3","1.10"
"foreman","7","4","765","6.64"
"foreman's","9","1","55","4.01"
"foremast","8","NULL","15","2.71"
"foremost","8","12","2224","7.71"
"forensic","8","7","864","6.76"
"foreordain","10","NULL","1","0.00"
"forepaws","8","1","38","3.64"
"foreplay","8","NULL","493","6.20"
"forerunner","10","7","248","5.51"
"fertilizers","11","3","403","6.00"
"fervency","8","NULL","4","1.39"
"fervent","7","5","301","5.71"
"fervid","6","NULL","11","2.40"
"fervor","6","4","435","6.08"
"fervors","7","1","1","0.00"
"fester","6","NULL","620","6.43"
"festering","9","1","277","5.62"
"festival","8","27","9122","9.12"
"festivals","9","3","1365","7.22"
"festive","7","2","291","5.67"
"festivities","11","8","425","6.05"
"festivity","9","NULL","34","3.53"
"fetch","5","6","3202","8.07"
"fetching","8","3","558","6.32"
"fetish","6","2","2914","7.98"
"fetishism","9","NULL","122","4.80"
"feud","4","1","818","6.71"
"feudal","6","6","850","6.75"
"feudalism","9","1","334","5.81"
"feudalistic","11","1","21","3.04"
"feuds","5","2","226","5.42"
"fever","5","19","4171","8.34"
"fevered","7","1","146","4.98"
"feverish","8","4","249","5.52"
"feverishly","10","3","269","5.59"
"few","3","601","264493","12.49"
"fewer","5","33","9659","9.18"
"fiance","6","1","1730","7.46"
"fiancee","7","NULL","1097","7.00"
"fiasco","6","4","1354","7.21"
"Fiat","4","13","1069","6.97"
"Fiats","5","1","48","3.87"
"fib","3","NULL","209","5.34"
"fiber","5","27","5832","8.67"
"fibers","6","23","2049","7.63"
"fibrosis","8","6","218","5.38"
"fibrous","7","5","218","5.38"
"fibula","6","NULL","18","2.89"
"fickle","6","1","291","5.67"
"fickleness","10","NULL","21","3.04"
"fiction","7","46","19200","9.86"
"fictional","9","13","2442","7.80"
"fictionalize","12","NULL","12","2.48"
"fictitious","10","2","780","6.66"
"fictive","7","1","44","3.78"
"fiddle","6","2","2076","7.64"
"fiddler","7","NULL","438","6.08"
"fiddles","7","1","148","5.00"
"fiddlesticks","12","1","12","2.48"
"fiddling","8","1","1115","7.02"
"Fidel","5","7","1171","7.07"
"fidelity","8","8","2662","7.89"
"fidget","6","NULL","107","4.67"
"fidgety","7","NULL","63","4.14"
"fief","4","NULL","61","4.11"
"fiefdom","7","1","115","4.74"
"field","5","274","79920","11.29"
"fielded","7","1","358","5.88"
"fielder","7","3","708","6.56"
"fielders","8","2","109","4.69"
"fielder's","9","1","44","3.78"
"fielding","8","3","962","6.87"
"fieldmice","9","1","3","1.10"
"fieldmouse","10","NULL","0","0.00"
"fields","6","72","25419","10.14"
"field's","7","2","234","5.46"
"fieldsman","9","NULL","140","4.94"
"fieldwork","9","2","99","4.60"
"fiend","5","3","1082","6.99"
"fiendish","8","1","224","5.41"
"fierce","6","8","2397","7.78"
"fiercely","8","4","585","6.37"
"fierceness","10","1","38","3.64"
"fiercest","8","1","70","4.25"
"fiery","5","7","1445","7.28"
"fiesta","6","1","616","6.42"
"fife","4","1","543","6.30"
"fifteen","7","56","5062","8.53"
"fifteenth","9","9","334","5.81"
"fifth","5","38","8863","9.09"
"fifties","7","12","1016","6.92"
"fiftieth","8","1","98","4.58"
"fifty","5","68","4889","8.49"
"fig","3","72","1887","7.54"
"Figaro","6","1","365","5.90"
"fight","5","98","40281","10.60"
"fighter","7","9","13334","9.50"
"fighters","8","16","7728","8.95"
"fighting","8","72","25177","10.13"
"fights","6","6","4158","8.33"
"figment","7","2","552","6.31"
"figs","4","19","807","6.69"
"figural","7","1","133","4.89"
"figurative","10","5","246","5.51"
"figure","6","209","56510","10.94"
"figured","7","20","16686","9.72"
"figurehead","10","NULL","112","4.72"
"figures","7","113","25416","10.14"
"figurine","8","NULL","215","5.37"
"figurines","9","1","416","6.03"
"figuring","8","6","3067","8.03"
"Fiji","4","NULL","442","6.09"
"filament","8","1","679","6.52"
"filaments","9","1","297","5.69"
"filbert","7","1","68","4.22"
"filberts","8","2","19","2.94"
"filched","7","1","16","2.77"
"file","4","81","311710","12.65"
"filed","5","33","7322","8.90"
"files","5","13","189348","12.15"
"filets","6","1","39","3.66"
"filial","6","1","123","4.81"
"filibuster","10","3","123","4.81"
"filibusters","11","1","21","3.04"
"filigree","8","1","34","3.53"
"filing","6","19","4120","8.32"
"Filipino","8","2","1483","7.30"
"Filipinos","9","1","718","6.58"
"fill","4","50","26443","10.18"
"fille","5","6","239","5.48"
"filled","6","99","18920","9.85"
"filler","6","1","1652","7.41"
"fillet","6","NULL","203","5.31"
"fillies","7","1","21","3.04"
"filling","7","36","7130","8.87"
"fillings","8","3","480","6.17"
"fills","5","5","2749","7.92"
"filly","5","9","260","5.56"
"film","4","96","52691","10.87"
"filmdom","7","1","3","1.10"
"filmed","6","4","2569","7.85"
"filming","7","1","1752","7.47"
"films","5","31","17142","9.75"
"film's","6","1","589","6.38"
"filmstrip","9","NULL","31","3.43"
"filmstrips","10","1","15","2.71"
"filmy","5","1","70","4.25"
"filter","6","9","17869","9.79"
"filtered","8","6","1536","7.34"
"filtering","9","6","3078","8.03"
"filters","7","4","7435","8.91"
"filth","5","2","1032","6.94"
"filthy","6","7","3126","8.05"
"filtrate","8","NULL","21","3.04"
"filtration","10","NULL","1099","7.00"
"fin","3","2","3677","8.21"
"final","5","156","49025","10.80"
"finale","6","6","1933","7.57"
"finalist","8","1","512","6.24"
"finalists","9","1","290","5.67"
"finality","8","4","137","4.92"
"finalize","8","NULL","289","5.67"
"finally","7","191","70037","11.16"
"finals","6","10","3386","8.13"
"finance","7","31","13752","9.53"
"financed","8","16","1494","7.31"
"finances","8","6","1663","7.42"
"financial","9","86","38129","10.55"
"financially","11","8","3550","8.17"
"financier","9","2","189","5.24"
"financing","9","34","2778","7.93"
"finch","5","NULL","1265","7.14"
"find","4","399","378725","12.84"
"finder","6","2","4442","8.40"
"finders","7","1","741","6.61"
"finding","7","53","32574","10.39"
"findings","8","34","5550","8.62"
"finds","5","59","11954","9.39"
"fine","4","161","111801","11.62"
"fined","5","4","2050","7.63"
"finely","6","4","1394","7.24"
"fineness","8","1","36","3.58"
"finer","5","2","1526","7.33"
"finery","6","NULL","43","3.76"
"fines","5","2","1907","7.55"
"finesse","7","NULL","630","6.45"
"finest","6","16","8767","9.08"
"finger","6","40","37566","10.53"
"fingerboard","11","NULL","436","6.08"
"fingered","8","3","784","6.66"
"fingering","9","1","1377","7.23"
"fingerings","10","1","159","5.07"
"fingernail","10","NULL","939","6.84"
"fingernails","11","2","835","6.73"
"fingerprint","11","6","3570","8.18"
"fingerprinting","14","1","140","4.94"
"fingerprints","12","4","603","6.40"
"fingers","7","66","19103","9.86"
"fingertip","9","NULL","247","5.51"
"fingertips","10","2","1380","7.23"
"finicky","7","1","287","5.66"
"finis","5","NULL","85","4.44"
"finish","6","39","18398","9.82"
"finished","8","87","23192","10.05"
"finisher","8","1","227","5.42"
"finishes","8","2","2179","7.69"
"finishing","9","9","4294","8.36"
"finite","6","11","4199","8.34"
"fink","4","4","819","6.71"
"Finland","7","2","8280","9.02"
"Finn","4","1","1272","7.15"
"finned","6","1","37","3.61"
"Finnish","7","1","3816","8.25"
"Finns","5","1","1164","7.06"
"fins","4","5","1646","7.41"
"fir","3","2","706","6.56"
"fire","4","187","62707","11.05"
"firearm","7","NULL","3170","8.06"
"firearms","8","7","7939","8.98"
"fireball","8","NULL","4216","8.35"
"firebird","8","NULL","911","6.81"
"firebomb","8","NULL","108","4.68"
"firebox","7","NULL","41","3.71"
"firebrand","9","NULL","125","4.83"
"firebreaks","10","1","11","2.40"
"firebrick","9","NULL","12","2.48"
"firebug","7","1","165","5.11"
"firecrackers","12","2","133","4.89"
"fired","5","44","9941","9.20"
"firecracker","11","1","223","5.41"
"firedog","7","NULL","10","2.30"
"firefly","7","NULL","180","5.19"
"firehouses","10","1","10","2.30"
"firelight","9","2","92","4.52"
"fireman","7","1","302","5.71"
"firemen","7","5","340","5.83"
"fireplace","9","6","1259","7.14"
"fireplaces","10","1","111","4.71"
"firepower","9","1","1515","7.32"
"fireproof","9","NULL","92","4.52"
"fires","5","17","4211","8.35"
"fire's","6","2","104","4.64"
"fireside","8","1","294","5.68"
"firestorm","9","NULL","2668","7.89"
"firewater","9","NULL","8","2.08"
"firewood","8","NULL","329","5.80"
"fireworks","9","5","1609","7.38"
"firing","6","24","5952","8.69"
"firm","4","109","34530","10.45"
"firmament","9","NULL","115","4.74"
"firmer","6","6","365","5.90"
"firmly","6","49","6327","8.75"
"firmness","8","4","234","5.46"
"firms","5","55","8488","9.05"
"firm's","6","2","699","6.55"
"first","5","1360","518924","13.16"
"firstborn","9","NULL","330","5.80"
"firsthand","9","1","689","6.54"
"firtree","7","NULL","0","0.00"
"fiscal","6","116","4505","8.41"
"fish","4","35","30614","10.33"
"fishbone","8","NULL","212","5.36"
"fishcake","8","NULL","3","1.10"
"fisher","6","5","4753","8.47"
"fisherman","9","5","954","6.86"
"fisherman's","11","2","211","5.35"
"fishermen","9","7","1093","7.00"
"fishers","7","1","398","5.99"
"fishery","7","1","403","6.00"
"fishes","6","2","778","6.66"
"fishing","7","32","9675","9.18"
"fishmonger","10","NULL","20","3.00"
"fishmongers","11","1","3","1.10"
"fishpond","8","1","12","2.48"
"fishy","5","NULL","733","6.60"
"fission","7","5","1739","7.46"
"fissure","7","NULL","1141","7.04"
"fist","4","26","6036","8.71"
"fisted","6","1","139","4.93"
"fisticuffs","10","NULL","57","4.04"
"fists","5","14","1295","7.17"
"fit","3","75","42662","10.66"
"fitful","6","1","47","3.85"
"fitfully","8","1","40","3.69"
"fitness","7","8","4347","8.38"
"fits","4","13","10268","9.24"
"fitted","6","20","2813","7.94"
"fittest","7","2","631","6.45"
"fitting","7","17","3772","8.24"
"fittings","8","1","535","6.28"
"five","4","286","62706","11.05"
"fivefold","8","NULL","22","3.09"
"fivepence","9","NULL","2","0.69"
"fivepenny","9","NULL","0","0.00"
"fives","5","2","236","5.46"
"fix","3","14","35995","10.49"
"fixate","6","NULL","78","4.36"
"fixation","8","NULL","674","6.51"
"fixations","9","1","48","3.87"
"fixative","8","NULL","32","3.47"
"fixed","5","87","30688","10.33"
"fixers","6","1","60","4.09"
"fixing","6","11","4013","8.30"
"fixture","7","3","633","6.45"
"fixtures","8","3","695","6.54"
"fizz","4","NULL","147","4.99"
"fizzle","6","NULL","300","5.70"
"fizzled","7","1","144","4.97"
"fizzy","5","NULL","99","4.60"
"fjord","5","NULL","96","4.56"
"fjords","6","2","185","5.22"
"flabbergast","11","NULL","12","2.48"
"flabby","6","NULL","180","5.19"
"flaccid","7","NULL","230","5.44"
"flag","4","16","15311","9.64"
"flagella","8","NULL","11","2.40"
"flagellated","11","1","4","1.39"
"flagellation","12","1","41","3.71"
"flagellum","9","NULL","13","2.56"
"flagpole","8","NULL","154","5.04"
"flagpoles","9","1","15","2.71"
"flagrancy","9","NULL","1","0.00"
"flagrant","8","3","756","6.63"
"flagrantly","10","1","146","4.98"
"flags","5","5","5406","8.60"
"flagship","8","NULL","1482","7.30"
"flagstaff","9","NULL","629","6.44"
"flagstone","9","NULL","25","3.22"
"flail","5","1","216","5.38"
"flailed","7","1","75","4.32"
"flailing","8","3","319","5.77"
"flair","5","8","5009","8.52"
"flak","4","NULL","861","6.76"
"flake","5","1","634","6.45"
"flakes","6","4","991","6.90"
"flaky","5","2","1100","7.00"
"flamboyance","11","NULL","22","3.09"
